screen_name	text	datetime	source	lang
HillaryClinton	Wishing my good friend the 68th #SecState a Very Happy 70th Birthday.	12/12/13 4:07	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"	en
HillaryClinton	"Every child deserves the opportunity to succeed, no matter who their parents are or where they're from. https://t.co/nAH4oLRfLo"	9/22/15 2:37	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	".@2SmallToFail &amp; our kids have a big advocate in the @WhiteHouse, reminding parents &amp; caregivers #TalkingisTeaching http://t.co/iPBGDBY1GX"	6/26/14 23:09	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Medicare and Medicaid have saved lives for half a century. An attack on them is an attack on seniors and vulnerable Americans. -H	7/30/15 17:27	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"RT @TheBriefing2016: Prior to the attack, State Department fulfilled numerous security requests from the consulate. #BenghaziCommittee http"	10/22/15 18:08	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"RT @TheBriefing2016: .@hillaryclinton has a plan to reduce gun violence: https://t.co/5o1q0BINXt   Republicans have excuses. https://t.co/l"	11/7/15 23:23	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"As Secretary of State, Hillary worked to improve global health and set the stage for an AIDS-free generation. https://t.co/DSzGAgHc7I"	12/1/15 16:36	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Grateful to @Martin_Dempsey for long and distinguished service to our nation. It was an honor to work with him to keep our country safe. -H	9/26/15 22:27	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	".@billclinton in OK City today: ""We should all live by the Oklahoma standard: Service, honor, kindness...to affirm our common humanity."""	4/20/15 0:09	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"No matter what @carlyfiorina says, paid family leave is good for women, good for families, and good for America. #DemDebate"	10/14/15 4:43	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"""As a smart man once said, there's nothing wrong with America that can't be fixed by what is right with America.""  Hillary #IDPJJ"	10/25/15 4:35	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"Just landed in NY. The Ukrainian government must follow Madiba's example &amp; choose dialogue with its people, not force."	12/11/13 22:31	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"	en
HillaryClinton	Be part of this team. Sign up to join the official #Hillary2016 list: http://t.co/lrlurWKrU5 http://t.co/vJrzI2lhOC	6/8/15 3:22	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"Drug and alcohol addiction is a disease, not a moral failingand we must treat it as such."	9/14/15 3:09	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"See you soon, New Hampshire! https://t.co/OL47PUbGOE"	5/22/15 2:33	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Hillary at the #IDPJJ: https://t.co/reLfQa31DJ	10/25/15 4:37	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	RT @theskimm: Hillz wants the top job at 1600Penn- an address she knows well. Get to know her in today's #SkimmLife @hillaryclinton http://	7/30/15 14:21	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"RT @TheBriefing2016: Phasing out Medicare, repealing ACA, and building barriers to voting means only some people get the ""right to rise."" h"	7/31/15 23:20	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Today we celebrate Sally Ridea pioneer who showed generations of girls that the sky is no longer the limit. http://t.co/Hk3Ywz62lO	5/26/15 21:19	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"If Hillary is playing the so-called #gendercard, what cards are Republicans holding? https://t.co/QoldL2hBow"	7/21/15 23:23	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Heartbreaking news: a vital voice for justice is silenced. http://t.co/FtUdjTnSiR	6/27/14 6:17	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"Congratulations California on winning #PaidSickDays, which will help 6.5 million workers. #WeAllGetSick http://t.co/7P4SPKdGpi"	9/15/14 14:20	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	As a woman...youre expected to be both strong and vulnerable at the same time. Thats not easy to do. -Hillary http://t.co/kLCYETQ9MG	10/12/15 21:29	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	RT @Jorge_Silva: .@HillaryClinton se uni<U+00F3> a la despedida de Don Francisco felicit<U+00E1>ndolo y d<U+00E1>ndole las gracias. #SGHastaSiempre https://t.co	9/20/15 17:31	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	es
HillaryClinton	"RT @ChelseaClinton: Marc and I are full of love, awe and gratitude as we celebrate the birth of our daughter, Charlotte Clinton Mezvinsky."	9/27/14 6:39	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	Glad to see @USArmy knocking down more barriers to women serving on the front lines. https://t.co/SPbcZxcmG6	10/31/15 0:11	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"Question of the dayDo you think that when youre president, youll be paid as much as a man? Hear Hillary answer: https://t.co/IZayRKx31y"	8/19/15 4:19	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"Assumptions and fear don't keep us safethey hold us back. Ahmed, stay curious and keep building. https://t.co/ywrlHUw3g1"	9/16/15 17:13	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Add your name if you think its time to take action on gun violence: http://t.co/d5G3nBLwbw http://t.co/L2y4gtp9pO	10/7/15 14:07	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	The positive: This magnet is yours for $10. The negative: Just a few hours left to get one.  http://t.co/ASwZt9AAis http://t.co/8LEoUun70I	6/30/15 23:30	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"RT @HillaryforIA: Fun fact: November is National Pepper Month! Here's Hillary picking peppers in Davenport  https://t.co/WLITUZi3X8"	11/4/15 19:51	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @HumaAbedin: Let there be light. #lovetrumpshate https://t.co/mA81fLwbwS	12/9/15 0:58	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"""Pres. Obama doesn't get the credit he deserves for the job he's done...I want to build on that progress but I want to go further.""  Hillary"	11/7/15 3:15	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"Their names are emblazoned on our hearts. https://t.co/flfIColGIl"	8/3/15 18:26	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"Women still make less than men, with women of color facing an even bigger gap. This isn't just holding women back it's holding America back."	10/16/15 1:46	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Today I'm thankful for the new addition to our family &amp; thinking about little ones everywhere. Happy #Thanksgiving cc: @2SmallToFail	11/27/14 19:04	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"""The Cuba embargo needs to go, once and for all.""Hillary in Miami"	7/31/15 17:51	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Can a Muslim be President of the United States of America? In a word: Yes. Now let's move on. -H http://t.co/AB99hiUPie	9/21/15 17:55	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"Republicans are trying to cut millions off from health care. Hillary has a message for them. #standwithPP https://t.co/iIz1sUPu2z"	8/3/15 20:28	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @mariapraeli: Moms excited to see @HillaryClinton! #DreamerMom http://t.co/BQyh1dqCWN	6/13/15 16:28	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	We've seen a lot of hateful rhetoric from the GOP. But the idea that we'd turn away refugees because of religion is a new low. -H	11/17/15 19:33	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Being a good parent has nothing to do with sexual orientation thousands of families prove that. https://t.co/xQLh25RAYR	11/12/15 3:05	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	Happening now: Hillary kicks off African Americans for Hillary with @repjohnlewis in Atlanta! Watch  https://t.co/HZ1LppKszD	10/30/15 20:15	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"""We need to tackle mass incarceration."" -Hillary #DemDebate"	10/14/15 3:54	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"New @oppnation data shows encouraging news on youth employment, but so much more to do. Read more about #JobOne here: http://t.co/8LSjh9ik3d"	10/25/14 14:59	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"Newsflash: You don't have to be a scientist to know that climate change is real, and act to combat it. #GOPdebate"	11/11/15 5:05	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"""Paid family leave isn't just good for women.""  Hillary at #PoliticsAndEggs"	10/28/15 18:31	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	RT @CoryBooker: I LOVE that HRC's 1st major policy speech was on crim justice reform &amp; things we can do 2 empower ppl #CoryinSC https://t.c	11/20/15 17:47	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"Budgets reflect our priorities. They should help families get ahead, educate our kids, and spark small business growth."	3/18/15 1:04	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"RT @TheBriefing2016: Tonight, the scariest costume you'll see will be a Republican Tax Plan. https://t.co/ZievVIMrWL"	10/31/15 21:28	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	RT @red_scrubs: @HillaryClinton's snapchat though  #amen http://t.co/esioTtQ7z2	9/1/15 17:28	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"While Republicans swapped out-of-touch ideas at the #GOPdebate, Hillary was live-texting her reactions. https://t.co/OFyM5HEYbZ"	11/1/15 20:04	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	#TBT to the time Hillary had a @DollyParton-themed birthday party in 1995. <U+0001F3A4> https://t.co/f4NZVUJGc3	11/6/15 2:46	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"In the first 94 days of #Hillary2016, more than 250,000 donorsincluding 113 Hillarys!gave more than $46 million. http://t.co/4eXJxFNMRA"	7/16/15 2:33	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Ning<U+00FA>n candidato en el escenario apoya una reforma migrator<U+00ED>a con un camino a la ciudadan<U+00ED>a. Ninguno. #GOPdebate	11/11/15 4:40	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	es
HillaryClinton	"RT @TheBriefing2016: Hillary believes any trade deal must:  - Create good US jobs - Increase wages - Advance national security  As negotiat"	10/14/15 3:09	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"""This has gone on too long, and it's time that the entire country stood up against the NRA."" -Hillary on gun violence #DemDebate"	10/14/15 3:15	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Our veterans have done so much for us; now we need to do more for them. Read Hillary's op-ed in the @MilitaryTimes: https://t.co/a5i6IYOlGh	11/12/15 0:11	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"Marie from Texas: ""Hillary came here and registered voters in the '70s, and a lot of people still remember that!"" http://t.co/6a29k6XnH0"	6/4/15 21:32	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	You shouldn't have to worry about your paycheck or your job when you have a baby or someone in your family gets sick.	9/30/15 17:09	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	You'll want to read this: Hillary's remarks at the Jefferson Jackson Dinner  http://t.co/lllS5yoNKg http://t.co/ULz8Q17RWf	6/27/15 19:00	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	RT @HillaryforIA: Read the story behind this photo: http://t.co/cQZH6I5O9l http://t.co/3bIA6TDTeo	10/17/15 23:41	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	A little encouragement from dad can go a long way. From Natalie in Florida: http://t.co/42RGMPtG8Z	6/22/15 0:13	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"RT @TheBriefing2016: Hillary has provided tough, smart and effective leadership on Iran. Her record and vision: http://t.co/chDoj5Zejd http"	9/9/15 22:26	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"""The opportunity gap that America is facing is not just about economic inequality. It's about racial inequality.""Hillary at @NatUrbanLeague"	7/31/15 16:11	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"On this day in 1955, Rosa Parks' act of rebellion on a Montgomery bus sparked a national movement for equal rights. https://t.co/qJZ3rtfrqf"	12/1/15 17:41	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"As secretary of state, Hillary led the international negotiations that paved the way for the Iran Deal. https://t.co/CxYa9zurSv"	10/21/15 0:28	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	RT @kgrohh: Manchester @HillaryforNH fellows are READY for @HillaryClinton #HillaryInNH JOIN the team: http://t.co/n7wvSJzX8n http://t.co/F	6/16/15 0:57	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"""She has a light and energy about her that makes you want to be your best."" @OITNB's @UzoAduba and Dascha Polanco https://t.co/0lJJOAxDZ4"	11/27/15 0:07	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Midnight deadline! Put your name on the list of supporters who were with HRC from the start: http://t.co/8W3E2ecCsY http://t.co/x5UHYoBU1E	6/30/15 15:24	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"Thanks to @POTUS, America the beautiful will stay beautiful. Introducing the three newest national monuments: http://t.co/Usiiee94sW"	7/10/15 16:46	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	I can't believe he turned 67 today.  He doesn't look a day over four... http://t.co/neOvrB7TR6	8/20/13 1:44	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"To: Everyone celebrating  From: Hillary for America staff https://t.co/oMSywbAs7a"	6/27/15 2:11	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"RT @HillaryforSC: Watch live: @HillaryClinton speaks with mayors and local officials in Columbia, SC http://t.co/fraI2mwPOQ #HillaryinSC"	7/23/15 16:46	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @mayaharris_: 50 years ago today. #VRA50 http://t.co/ztRcHb8K43	8/6/15 20:48	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"So as step one, I'm proposing goals to meet this challenge and power our economy forward. Learn more at http://t.co/l2hJBII8ya. -H"	7/27/15 1:19	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Warm wishes to everyone celebrating Hanukkah. May the miracle at the center of the Festival of Lights bring you courage and hope. -H	12/6/15 23:13	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	M<U+00E1>s posturas absurdas del Partido ReTrumplicano no vamos a deportar a 11 milliones de personas. No vamos a separar a familias. #GOPdebate	11/11/15 3:41	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	es
HillaryClinton	"I came across this photo this morning and saw others sharing it, thought I would too. #MayaAngelou http://t.co/MVDuSDpAdN"	5/30/14 2:17	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Stopped by @HudsonBooks at JFK before my flight to London.  We're taking the #HardChoices book tour across the pond! http://t.co/0xjk8DEmp5	7/2/14 13:19	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	The United States is the only country in the developed world without guaranteed paid leave. This needs to change. #WomensEqualityDay	8/27/15 2:24	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @HillaryforSC: Lots of folks stopping by the office! #Hillary2016 http://t.co/9jayc0azkI	6/3/15 0:19	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	"RT @TheBriefing2016: The four things you need to know about @HillaryClinton's emails:  To learn more, go to http://t.co/2dUZdAAbWB. http://"	10/14/15 3:47	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	RT @kgrohh: Karl: Proud American Proud Granite Stater Proud to support @HillaryClinton  http://t.co/2sJJqbz6CW	5/13/15 20:12	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	Students should never have to take out a loan to pay for tuition at their states public university.	8/17/15 0:56	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @ChelseaClinton: Up late working and this is the perfect accompaniment. Thank you mom! https://t.co/nGqjQjughT	6/19/15 15:35	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"Here's Haley, light of my life. She wants to run her own company, too. It's true: They're not bossy, they're leaders! http://t.co/SkFmFVFPJh"	5/21/15 16:53	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"RT @kat_rogers: Jim is a WW2 vet and longtime @HillaryClinton supporter. ""Volunteering is in my genes."" @HillaryforNH #Hillary2016 http://t"	5/29/15 20:34	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"Couldn't agree more, @HumaAbedin. Welcome to Twitter! https://t.co/T8hBwqschV"	9/22/15 1:22	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Republicans who want to repeal the ACA should try telling that to the 18 million people who have health coverage because of it. #GOPdebate	11/11/15 3:48	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Sign up for your chance to give a Mother's Day gift to remember: http://t.co/ZH0LnIKT9j http://t.co/jrgXKtU83g	5/3/15 21:08	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	"RT @RachaelGoldie: Team Hillary loving life at the JJ Dinner in Manchester, NH! #603forHRC https://t.co/inzS2fdBH7"	11/29/15 22:34	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	RT @billclinton: #HappyMothersDay to @HillaryClinton &amp; @ChelseaClinton and to all moms everywhere.	5/10/15 23:17	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	No woman should have to go back to work 24 hours after giving birth. #WomensEqualityDay	8/27/15 2:45	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @sclark413: What an AMAZING crowd of support for Hillary at the NHDP Convention!! @HillaryforNH #603forHTC http://t.co/Ful7VapD2f	9/19/15 17:18	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
HillaryClinton	Happening today in the Silver State: @HillaryForNV is training organizers to help elect Hillary Clinton. #FellowsNV https://t.co/IZMdgLdTWS	6/7/15 0:02	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	en
HillaryClinton	"Mary Jo, you're right: business can be a powerful force for change, &amp; yours certainly is. Thanks for inviting us in, one tweet at a time. -H"	5/21/15 21:43	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @HillaryforIA: Hillary's in Iowa today! Check back here for updates as she travels across the state. #HillaryInIA http://t.co/NGG9swSZRA	4/14/15 17:59	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	en
HillaryClinton	RT @mintimm: Check out this amazing new tool on Pinterest to help you organize your #WomenforHillary House Party! https://t.co/6A5r4s957W	9/16/15 16:14	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	en
